State FIPS Code,County FIPS Code,Postal Code,Median Household Income
37,123,NC,"35,613"
37,125,NC,"50,169"
37,127,NC,"41,575"
37,129,NC,"48,651"
37,131,NC,"31,732"
37,133,NC,"45,213"
37,135,NC,"59,472"
37,137,NC,"43,517"
37,139,NC,"40,094"
37,141,NC,"44,949"
37,143,NC,"42,504"
37,145,NC,"42,091"
37,147,NC,"40,940"
37,149,NC,"43,665"
37,151,NC,"40,896"
37,153,NC,"32,825"
37,155,NC,"30,248"
37,157,NC,"40,446"
37,159,NC,"41,475"
37,161,NC,"35,544"
37,163,NC,"35,890"
37,165,NC,"32,314"
37,167,NC,"42,801"
37,169,NC,"44,552"
37,171,NC,"36,221"
37,173,NC,"34,552"
37,175,NC,"40,578"
37,177,NC,"32,642"
37,179,NC,"63,912"
37,181,NC,"35,565"
37,183,NC,"65,433"
37,185,NC,"33,767"
37,187,NC,"31,596"
37,189,NC,"38,380"
37,191,NC,"41,526"
37,193,NC,"35,895"
37,195,NC,"40,772"
37,197,NC,"40,998"
37,199,NC,"35,866"
38,000,ND,"56,800"
38,001,ND,"44,833"
38,003,ND,"52,035"
38,005,ND,"42,326"
38,007,ND,"74,636"
38,009,ND,"61,279"
38,011,ND,"60,429"
38,013,ND,"60,416"
38,015,ND,"63,503"
38,017,ND,"53,077"
38,019,ND,"53,577"
38,021,ND,"52,414"
38,023,ND,"63,616"
38,025,ND,"69,914"
38,027,ND,"46,875"
38,029,ND,"43,438"
38,031,ND,"55,172"
38,033,ND,"48,103"
38,035,ND,"49,697"
38,037,ND,"45,908"
38,039,ND,"50,570"
38,041,ND,"60,171"
38,043,ND,"47,390"
38,045,ND,"55,388"
38,047,ND,"48,520"
38,049,ND,"49,078"
38,051,ND,"40,540"
38,053,ND,"75,699"
38,055,ND,"53,604"
38,057,ND,"70,150"
38,059,ND,"59,650"
38,061,ND,"65,546"
38,063,ND,"55,915"
38,065,ND,"66,082"
38,067,ND,"53,983"
38,069,ND,"44,585"
38,071,ND,"49,299"
38,073,ND,"58,578"
38,075,ND,"61,533"
38,077,ND,"54,312"
38,079,ND,"34,836"
38,081,ND,"58,672"
38,083,ND,"43,346"
38,085,ND,"34,491"
38,087,ND,"59,852"
38,089,ND,"69,566"
38,091,ND,"65,730"
38,093,ND,"50,941"
38,095,ND,"55,199"
38,097,ND,"57,006"
38,099,ND,"48,301"
38,101,ND,"56,192"
38,103,ND,"54,251"
38,105,ND,"84,237"
39,000,OH,"48,138"
39,001,OH,"37,259"
39,003,OH,"43,274"
39,005,OH,"48,196"
39,007,OH,"40,899"
39,009,OH,"35,783"
39,011,OH,"54,010"
39,013,OH,"39,264"
39,015,OH,"43,050"
39,017,OH,"55,992"
39,019,OH,"44,622"
39,021,OH,"48,516"
39,023,OH,"44,029"
39,025,OH,"61,398"
39,027,OH,"46,541"
39,029,OH,"41,996"
39,031,OH,"39,496"
39,033,OH,"38,421"
39,035,OH,"43,653"
39,037,OH,"43,465"
39,039,OH,"48,971"
39,041,OH,"89,016"
39,043,OH,"46,495"
39,045,OH,"56,697"
39,047,OH,"40,031"
39,049,OH,"51,456"
39,051,OH,"51,454"
39,053,OH,"39,447"
39,055,OH,"69,078"
39,057,OH,"60,093"
39,059,OH,"39,760"
39,061,OH,"47,123"
39,063,OH,"48,729"
39,065,OH,"42,474"
39,067,OH,"40,343"
39,069,OH,"51,105"
39,071,OH,"40,419"
39,073,OH,"42,376"
39,075,OH,"49,118"
39,077,OH,"44,825"
39,079,OH,"37,823"
39,081,OH,"38,074"
39,083,OH,"47,053"
39,085,OH,"55,477"
39,087,OH,"41,137"
39,089,OH,"54,909"
39,091,OH,"50,077"
39,093,OH,"52,762"
39,095,OH,"40,751"
39,097,OH,"54,039"
39,099,OH,"41,076"
39,101,OH,"42,862"
39,103,OH,"66,720"
39,105,OH,"40,023"
39,107,OH,"55,110"
39,109,OH,"51,892"
39,111,OH,"41,000"
39,113,OH,"43,103"
39,115,OH,"36,057"
39,117,OH,"49,980"
39,119,OH,"40,399"
39,121,OH,"42,425"
39,123,OH,"51,787"
39,125,OH,"46,921"
39,127,OH,"41,586"
39,129,OH,"52,666"
39,131,OH,"41,092"
39,133,OH,"52,576"
39,135,OH,"47,251"
39,137,OH,"60,562"
39,139,OH,"40,210"
39,141,OH,"42,730"
39,143,OH,"46,800"
39,145,OH,"36,682"
39,147,OH,"47,121"
39,149,OH,"51,529"
39,151,OH,"45,199"
39,153,OH,"49,353"
39,155,OH,"41,951"
39,157,OH,"44,121"
39,159,OH,"68,650"
39,161,OH,"47,169"
39,163,OH,"37,842"
39,165,OH,"75,041"
39,167,OH,"41,236"
39,169,OH,"49,580"
39,171,OH,"45,510"
39,173,OH,"52,578"
39,175,OH,"46,568"
40,000,OK,"45,724"
40,001,OK,"31,997"
40,003,OK,"50,190"
40,005,OK,"34,973"
40,007,OK,"55,279"
40,009,OK,"49,578"
40,011,OK,"41,276"
40,013,OK,"36,601"
40,015,OK,"37,298"
40,017,OK,"63,889"
40,019,OK,"43,030"
40,021,OK,"36,643"
40,023,OK,"30,972"
40,025,OK,"39,617"
40,027,OK,"54,865"
40,029,OK,"35,538"
40,031,OK,"42,733"
40,033,OK,"40,608"
40,035,OK,"36,932"
40,037,OK,"44,608"
40,039,OK,"47,399"
40,041,OK,"36,225"
40,043,OK,"49,308"
40,045,OK,"49,804"
40,047,OK,"47,961"
40,049,OK,"38,414"
40,051,OK,"48,671"
40,053,OK,"51,119"
40,055,OK,"34,806"
40,057,OK,"31,707"
40,059,OK,"45,395"
40,061,OK,"35,045"
40,063,OK,"34,656"
40,065,OK,"41,147"
40,067,OK,"31,916"
40,069,OK,"35,171"
40,071,OK,"41,098"
40,073,OK,"54,982"
40,075,OK,"34,611"
40,077,OK,"36,177"
40,079,OK,"35,122"
40,081,OK,"42,378"
40,083,OK,"57,490"
40,085,OK,"46,154"
40,087,OK,"57,784"
40,089,OK,"31,319"
40,091,OK,"38,094"
40,093,OK,"52,226"
40,095,OK,"38,055"
40,097,OK,"41,142"
40,099,OK,"49,816"
40,101,OK,"38,574"
40,103,OK,"47,028"
40,105,OK,"40,563"
40,107,OK,"34,982"
40,109,OK,"45,988"
40,111,OK,"36,588"
40,113,OK,"49,999"
40,115,OK,"35,921"
40,117,OK,"42,967"
40,119,OK,"39,609"
40,121,OK,"41,105"
40,123,OK,"40,479"
40,125,OK,"44,405"
40,127,OK,"32,352"
40,129,OK,"53,962"
40,131,OK,"55,865"
40,133,OK,"34,731"
40,135,OK,"33,912"
40,137,OK,"45,607"
40,139,OK,"46,914"
40,141,OK,"35,054"
40,143,OK,"48,082"
40,145,OK,"53,098"
40,147,OK,"46,836"
40,149,OK,"46,742"
40,151,OK,"48,583"
40,153,OK,"54,158"
41,000,OR,"50,228"
41,001,OR,"42,200"
41,003,OR,"50,714"
41,005,OR,"66,514"
41,007,OR,"43,048"
41,009,OR,"55,222"
41,011,OR,"37,583"
41,013,OR,"43,343"
41,015,OR,"37,175"
41,017,OR,"49,427"
41,019,OR,"40,243"
41,021,OR,"50,027"
41,023,OR,"40,569"
41,025,OR,"37,041"
41,027,OR,"50,891"
41,029,OR,"43,393"
41,031,OR,"41,107"
41,033,OR,"37,619"
41,035,OR,"37,542"
41,037,OR,"37,856"
41,039,OR,"43,778"
41,041,OR,"39,801"
41,043,OR,"44,941"
41,045,OR,"34,565"
41,047,OR,"46,919"
41,049,OR,"51,289"
41,051,OR,"53,624"
41,053,OR,"51,224"
41,055,OR,"52,679"
41,057,OR,"41,584"
41,059,OR,"47,053"
41,061,OR,"41,331"
41,063,OR,"42,751"
41,065,OR,"42,461"
41,067,OR,"63,632"
41,069,OR,"33,065"
41,071,OR,"57,427"
42,000,PA,"52,005"
42,001,PA,"57,725"
42,003,PA,"51,400"
42,005,PA,"42,927"
42,007,PA,"49,215"
42,009,PA,"48,003"
42,011,PA,"55,634"
42,013,PA,"41,756"
42,015,PA,"49,117"
42,017,PA,"73,662"
42,019,PA,"58,430"
42,021,PA,"40,930"
42,023,PA,"37,891"
42,025,PA,"44,338"
42,027,PA,"52,559"
42,029,PA,"83,775"
42,031,PA,"40,043"
42,033,PA,"39,912"
42,035,PA,"44,887"
42,037,PA,"45,564"
42,039,PA,"43,793"
42,041,PA,"60,134"
42,043,PA,"53,480"
42,045,PA,"64,186"
42,047,PA,"46,388"
42,049,PA,"44,223"
42,051,PA,"37,929"
42,053,PA,"38,087"
42,055,PA,"53,913"
42,057,PA,"46,032"
42,059,PA,"45,156"
42,061,PA,"42,479"
42,063,PA,"44,504"
42,065,PA,"41,637"
42,067,PA,"46,183"
42,069,PA,"44,926"
42,071,PA,"56,766"
42,073,PA,"43,199"
42,075,PA,"54,952"
42,077,PA,"53,722"
42,079,PA,"44,734"
42,081,PA,"46,663"
42,083,PA,"41,653"
42,085,PA,"43,936"
42,087,PA,"42,567"
42,089,PA,"55,273"
42,091,PA,"77,021"
42,093,PA,"53,329"
42,095,PA,"59,605"
42,097,PA,"41,078"
42,099,PA,"56,544"
42,101,PA,"36,918"
42,103,PA,"60,168"
42,105,PA,"39,781"
42,107,PA,"41,514"
42,109,PA,"45,558"
42,111,PA,"42,712"
42,113,PA,"41,668"
42,115,PA,"49,244"
42,117,PA,"45,052"
42,119,PA,"49,488"
42,121,PA,"41,736"
42,123,PA,"42,043"
42,125,PA,"54,919"
42,127,PA,"45,807"
42,129,PA,"51,412"
42,131,PA,"47,012"
42,133,PA,"56,963"
44,000,RI,"55,015"
44,001,RI,"68,415"
44,003,RI,"63,232"
44,005,RI,"67,291"
44,007,RI,"47,642"
44,009,RI,"69,267"
45,000,SC,"44,310"
45,001,SC,"36,187"
45,003,SC,"43,876"
45,005,SC,"25,753"
45,007,SC,"41,591"
45,009,SC,"30,762"
45,011,SC,"31,899"
45,013,SC,"56,354"
45,015,SC,"50,794"
45,017,SC,"40,593"
45,019,SC,"51,206"
45,021,SC,"37,726"
45,023,SC,"36,523"
45,025,SC,"33,591"
45,027,SC,"30,096"
45,029,SC,"33,817"
45,031,SC,"34,209"
45,033,SC,"33,696"
45,035,SC,"55,193"
45,037,SC,"44,862"
45,039,SC,"35,531"
45,041,SC,"41,028"
45,043,SC,"41,213"
45,045,SC,"49,476"
45,047,SC,"37,217"
45,049,SC,"32,941"
45,051,SC,"41,808"
45,053,SC,"34,852"
45,055,SC,"44,787"
45,057,SC,"40,837"
45,059,SC,"36,771"
45,061,SC,"30,972"
45,063,SC,"53,880"
45,065,SC,"38,186"
45,067,SC,"28,520"
45,069,SC,"31,185"
45,071,SC,"37,890"
45,073,SC,"42,077"
45,075,SC,"32,180"
45,077,SC,"42,400"
45,079,SC,"47,492"
45,081,SC,"40,366"
45,083,SC,"42,638"
45,085,SC,"39,182"
45,087,SC,"34,042"
45,089,SC,"29,391"
45,091,SC,"54,927"
46,000,SD,"49,200"
46,003,SD,"46,493"
46,005,SD,"43,682"
46,007,SD,"35,083"
46,009,SD,"45,803"
46,011,SD,"51,893"
46,013,SD,"50,047"
46,015,SD,"45,878"
46,017,SD,"21,572"
46,019,SD,"41,413"
46,021,SD,"47,579"
46,023,SD,"37,996"
46,025,SD,"45,592"
46,027,SD,"41,970"
46,029,SD,"49,022"
46,031,SD,"31,418"
46,033,SD,"51,326"
46,035,SD,"47,506"
46,037,SD,"44,188"
46,039,SD,"52,527"
46,041,SD,"34,389"
46,043,SD,"48,344"
46,045,SD,"51,352"
46,047,SD,"39,552"
46,049,SD,"50,092"
46,051,SD,"51,065"
46,053,SD,"35,589"
46,055,SD,"45,456"
46,057,SD,"56,860"
46,059,SD,"50,737"
46,061,SD,"57,800"
46,063,SD,"43,860"
46,065,SD,"57,538"
46,067,SD,"44,958"
46,069,SD,"47,072"
46,071,SD,"35,387"
46,073,SD,"48,126"
46,075,SD,"45,095"
46,077,SD,"50,045"
46,079,SD,"53,116"
46,081,SD,"42,867"
46,083,SD,"78,567"
46,085,SD,"40,057"
46,087,SD,"53,478"
46,089,SD,"38,222"
46,091,SD,"49,254"
46,093,SD,"50,711"
46,095,SD,"33,460"
46,097,SD,"45,787"
46,099,SD,"52,382"
46,101,SD,"53,712"
46,103,SD,"48,886"
46,105,SD,"40,042"
46,107,SD,"50,887"
46,109,SD,"44,626"
46,111,SD,"46,936"
46,113,SD,"28,512"
46,115,SD,"50,274"
46,117,SD,"57,188"
46,119,SD,"57,620"
46,121,SD,"30,549"
46,123,SD,"40,975"
46,125,SD,"53,115"
46,127,SD,"66,831"
46,129,SD,"41,030"
46,135,SD,"46,599"
46,137,SD,"30,465"
47,000,TN,"44,268"
47,001,TN,"42,365"
47,003,TN,"42,288"
47,005,TN,"35,559"
47,007,TN,"35,715"
47,009,TN,"45,348"
47,011,TN,"42,665"
47,013,TN,"32,325"
47,015,TN,"40,809"
47,017,TN,"35,929"
47,019,TN,"32,773"
47,021,TN,"52,544"
47,023,TN,"40,779"
47,025,TN,"32,775"
47,027,TN,"30,587"
47,029,TN,"30,950"
47,031,TN,"43,375"
47,033,TN,"37,085"
47,035,TN,"36,163"
47,037,TN,"47,239"
47,039,TN,"36,213"
47,041,TN,"37,392"
47,043,TN,"44,991"
47,045,TN,"40,158"
47,047,TN,"56,058"
47,049,TN,"31,065"
47,051,TN,"41,477"
47,053,TN,"40,083"
47,055,TN,"39,880"
47,057,TN,"35,301"
47,059,TN,"35,980"
47,061,TN,"26,101"
47,063,TN,"38,807"
47,065,TN,"47,373"
47,067,TN,"26,000"
47,069,TN,"34,766"
47,071,TN,"36,154"
47,073,TN,"36,102"
47,075,TN,"34,557"
47,077,TN,"40,960"
47,079,TN,"37,327"
47,081,TN,"33,816"
47,083,TN,"37,743"
47,085,TN,"41,954"
47,087,TN,"33,158"
47,089,TN,"40,490"
47,091,TN,"30,652"
47,093,TN,"49,105"
47,095,TN,"28,391"
47,097,TN,"32,169"
47,099,TN,"39,532"
47,101,TN,"35,097"
47,103,TN,"41,453"
47,105,TN,"53,230"
47,107,TN,"40,543"
47,109,TN,"34,596"
47,111,TN,"35,432"
47,113,TN,"40,750"
47,115,TN,"42,128"
47,117,TN,"42,363"
47,119,TN,"46,497"
47,121,TN,"37,874"
47,123,TN,"38,061"
47,125,TN,"51,059"
47,127,TN,"50,802"
47,129,TN,"38,027"
47,131,TN,"34,469"
47,133,TN,"35,457"
47,135,TN,"33,017"
47,137,TN,"32,398"
47,139,TN,"37,375"
47,141,TN,"35,554"
47,143,TN,"38,860"
47,145,TN,"42,037"
47,147,TN,"51,093"
47,149,TN,"57,056"
47,151,TN,"27,749"
47,153,TN,"46,460"
47,155,TN,"40,444"
47,157,TN,"45,067"
47,159,TN,"43,689"
47,161,TN,"43,513"
47,163,TN,"40,385"
47,165,TN,"56,077"
47,167,TN,"53,183"
47,169,TN,"41,286"
47,171,TN,"36,568"
47,173,TN,"35,255"
47,175,TN,"37,393"
47,177,TN,"36,327"
47,179,TN,"41,542"
47,181,TN,"33,318"
47,183,TN,"34,809"
47,185,TN,"34,320"
47,187,TN,"93,241"
47,189,TN,"59,655"
48,000,TX,"51,714"
48,001,TX,"41,279"
48,003,TX,"62,781"
48,005,TX,"41,804"
48,007,TX,"41,666"
48,009,TX,"56,805"
48,011,TX,"52,122"
48,013,TX,"46,631"
48,015,TX,"52,042"
48,017,TX,"37,626"
48,019,TX,"50,334"
48,021,TX,"50,151"
48,023,TX,"34,563"
48,025,TX,"41,804"
48,027,TX,"50,223"
48,029,TX,"49,655"
48,031,TX,"54,914"
48,033,TX,"60,443"
48,035,TX,"42,864"
48,037,TX,"41,657"
48,039,TX,"66,337"
48,041,TX,"39,732"
48,043,TX,"39,106"
48,045,TX,"40,235"
48,047,TX,"27,644"
48,049,TX,"38,636"
48,051,TX,"45,732"
48,053,TX,"49,286"
48,055,TX,"46,021"
48,057,TX,"51,004"
48,059,TX,"42,138"
48,061,TX,"33,905"
48,063,TX,"37,941"
48,065,TX,"59,252"
48,067,TX,"37,546"
48,069,TX,"40,689"
48,071,TX,"74,915"
48,073,TX,"37,735"
48,075,TX,"33,919"
48,077,TX,"50,336"
48,079,TX,"37,242"
48,081,TX,"38,866"
48,083,TX,"33,014"
48,085,TX,"81,315"
48,087,TX,"35,389"
48,089,TX,"42,438"
48,091,TX,"70,322"
48,093,TX,"35,434"
48,095,TX,"39,035"
48,097,TX,"53,565"
48,099,TX,"50,161"
48,101,TX,"32,292"
48,103,TX,"58,901"
48,105,TX,"50,243"
48,107,TX,"35,443"
48,109,TX,"32,945"
48,111,TX,"42,378"
48,113,TX,"47,902"
48,115,TX,"38,333"
48,117,TX,"37,991"
48,119,TX,"37,985"
48,121,TX,"75,099"
48,123,TX,"45,937"
48,125,TX,"35,491"
48,127,TX,"35,801"
48,129,TX,"34,861"
48,131,TX,"35,118"
48,133,TX,"39,959"
48,135,TX,"53,752"
48,137,TX,"35,339"
48,139,TX,"59,257"
48,141,TX,"39,748"
48,143,TX,"40,346"
48,145,TX,"34,376"
48,147,TX,"42,392"
48,149,TX,"50,938"
48,151,TX,"40,691"
48,153,TX,"36,534"
48,155,TX,"33,484"
48,157,TX,"87,901"
48,159,TX,"41,497"
48,161,TX,"44,408"
48,163,TX,"35,405"
48,165,TX,"49,661"
48,167,TX,"60,210"
48,169,TX,"47,134"
48,171,TX,"50,443"
48,173,TX,"65,789"
48,175,TX,"48,458"
48,177,TX,"37,051"
48,179,TX,"48,623"
48,181,TX,"44,596"
48,183,TX,"46,501"
48,185,TX,"44,486"
48,187,TX,"59,288"
48,189,TX,"39,209"
48,191,TX,"30,380"
48,193,TX,"39,448"
48,195,TX,"52,207"
48,197,TX,"36,726"
48,199,TX,"52,037"
48,201,TX,"52,533"
48,203,TX,"43,777"
48,205,TX,"64,558"
48,207,TX,"34,473"
48,209,TX,"59,260"
48,211,TX,"69,124"
48,213,TX,"39,069"
48,215,TX,"34,607"
48,217,TX,"40,253"
48,219,TX,"50,047"
48,221,TX,"59,053"
48,223,TX,"41,863"
48,225,TX,"34,777"
48,227,TX,"46,636"
48,229,TX,"31,354"
48,231,TX,"44,361"
48,233,TX,"50,060"
48,235,TX,"58,826"
48,237,TX,"50,168"
48,239,TX,"48,338"
48,241,TX,"39,414"
48,243,TX,"44,234"
48,245,TX,"42,099"
48,247,TX,"35,854"
48,249,TX,"41,249"
48,251,TX,"55,960"
48,253,TX,"40,621"
48,255,TX,"43,413"
48,257,TX,"61,004"
48,259,TX,"75,860"
48,261,TX,"38,088"
48,263,TX,"41,038"
48,265,TX,"42,456"
48,267,TX,"38,019"
48,269,TX,"56,680"
48,271,TX,"41,271"
48,273,TX,"39,261"
48,275,TX,"34,419"
48,277,TX,"37,593"
48,279,TX,"36,717"
48,281,TX,"48,746"
48,283,TX,"35,491"
48,285,TX,"43,827"
48,287,TX,"52,088"
48,289,TX,"43,617"
48,291,TX,"46,176"
48,293,TX,"36,537"
48,295,TX,"56,484"
48,297,TX,"49,726"
48,299,TX,"45,669"
48,301,TX,"44,407"
48,303,TX,"46,223"
48,305,TX,"37,678"
48,307,TX,"38,408"
48,309,TX,"41,066"
48,311,TX,"56,686"
48,313,TX,"37,460"
48,315,TX,"36,090"
48,317,TX,"50,004"
48,319,TX,"42,087"
48,321,TX,"42,036"
48,323,TX,"32,073"
48,325,TX,"53,714"
48,327,TX,"31,390"
48,329,TX,"71,151"
48,331,TX,"40,120"
48,333,TX,"40,318"
48,335,TX,"47,677"
48,337,TX,"41,516"
48,339,TX,"69,317"
48,341,TX,"46,991"
48,343,TX,"36,366"
48,345,TX,"37,159"
48,347,TX,"36,775"
48,349,TX,"38,423"
48,351,TX,"38,544"
48,353,TX,"35,846"
48,355,TX,"48,324"
48,357,TX,"60,650"
48,359,TX,"52,431"
48,361,TX,"51,340"
48,363,TX,"39,660"
48,365,TX,"49,792"
48,367,TX,"61,199"
48,369,TX,"41,784"
48,371,TX,"43,766"
48,373,TX,"39,833"
48,375,TX,"37,366"
48,377,TX,"32,766"
48,379,TX,"42,183"
48,381,TX,"60,439"
48,383,TX,"61,724"
48,385,TX,"34,556"
48,387,TX,"31,409"
48,389,TX,"37,053"
48,391,TX,"45,214"
48,393,TX,"70,127"
48,395,TX,"40,631"
48,397,TX,"92,466"
48,399,TX,"36,769"
48,401,TX,"44,349"
48,403,TX,"37,576"
48,405,TX,"32,140"
48,407,TX,"42,320"
48,409,TX,"46,781"
48,411,TX,"36,030"
48,413,TX,"50,402"
48,415,TX,"53,219"
48,417,TX,"51,116"
48,419,TX,"36,565"
48,421,TX,"48,054"
48,423,TX,"47,711"
48,425,TX,"56,282"
48,427,TX,"25,408"
48,429,TX,"43,779"
48,431,TX,"57,266"
48,433,TX,"42,158"
48,435,TX,"59,098"
48,437,TX,"35,601"
48,439,TX,"56,906"
48,441,TX,"44,081"
48,443,TX,"36,712"
48,445,TX,"37,489"
48,447,TX,"41,582"
48,449,TX,"40,501"
48,451,TX,"45,405"
48,453,TX,"60,372"
48,455,TX,"33,447"
48,457,TX,"40,986"
48,459,TX,"46,489"
48,461,TX,"54,549"
48,463,TX,"35,813"
48,465,TX,"38,645"
48,467,TX,"43,220"
48,469,TX,"51,544"
48,471,TX,"40,092"
48,473,TX,"49,326"
48,475,TX,"51,026"
48,477,TX,"49,472"
48,479,TX,"38,652"
48,481,TX,"42,862"
48,483,TX,"51,922"
48,485,TX,"43,473"
48,487,TX,"37,840"
48,489,TX,"28,945"
48,491,TX,"71,252"
48,493,TX,"60,844"
48,495,TX,"54,294"
48,497,TX,"58,392"
48,499,TX,"45,763"
48,501,TX,"57,995"
48,503,TX,"44,372"
48,505,TX,"34,506"
48,507,TX,"25,291"
49,000,UT,"59,715"
49,001,UT,"46,138"
49,003,UT,"60,372"
49,005,UT,"49,556"
49,007,UT,"44,594"
49,009,UT,"53,080"
49,011,UT,"70,456"
49,013,UT,"61,386"
49,015,UT,"52,070"
49,017,UT,"43,798"
49,019,UT,"42,368"
49,021,UT,"43,439"
49,023,UT,"51,942"
49,025,UT,"46,350"
49,027,UT,"51,424"
49,029,UT,"83,496"
49,031,UT,"37,897"
49,033,UT,"54,640"
49,035,UT,"61,716"
49,037,UT,"40,327"
49,039,UT,"45,338"
49,041,UT,"49,877"
49,043,UT,"81,907"
49,045,UT,"59,400"
49,047,UT,"62,028"
49,049,UT,"60,069"
49,051,UT,"64,423"
49,053,UT,"50,378"
49,055,UT,"38,945"
49,057,UT,"54,055"
50,000,VT,"52,511"
50,001,VT,"54,683"
50,003,VT,"48,290"
50,005,VT,"43,011"
50,007,VT,"62,618"
50,009,VT,"36,140"
50,011,VT,"55,912"
50,013,VT,"57,559"
50,015,VT,"46,742"
50,017,VT,"51,348"
50,019,VT,"40,522"
50,021,VT,"45,757"
50,023,VT,"52,619"
50,025,VT,"46,642"
50,027,VT,"51,218"
51,000,VA,"62,745"
51,001,VA,"38,064"
51,003,VA,"70,032"
51,005,VA,"44,983"
51,007,VA,"52,055"
51,009,VA,"47,268"
51,011,VA,"44,062"
51,013,VA,"101,533"
51,015,VA,"54,834"
51,017,VA,"42,951"
51,019,VA,"56,888"
51,021,VA,"41,939"
51,023,VA,"61,005"
51,025,VA,"37,800"
51,027,VA,"31,621"
51,029,VA,"39,538"
51,031,VA,"47,982"
51,033,VA,"55,760"
51,035,VA,"36,218"
51,036,VA,"48,394"
51,037,VA,"35,715"
51,041,VA,"67,454"
51,043,VA,"74,384"
51,045,VA,"45,527"
51,047,VA,"63,876"
51,049,VA,"41,799"
51,051,VA,"33,386"
51,053,VA,"51,864"
51,057,VA,"44,427"
51,059,VA,"110,658"
51,061,VA,"82,705"
51,063,VA,"41,652"
51,065,VA,"63,117"
51,067,VA,"48,070"
51,069,VA,"68,166"
51,071,VA,"43,504"
51,073,VA,"58,824"
51,075,VA,"76,843"
51,077,VA,"33,302"
51,079,VA,"59,730"
51,081,VA,"38,036"
51,083,VA,"35,553"
51,085,VA,"77,316"
51,087,VA,"60,050"
51,089,VA,"36,066"
51,091,VA,"38,314"
51,093,VA,"62,495"
51,095,VA,"75,806"
51,097,VA,"44,697"
51,099,VA,"78,180"
51,101,VA,"61,183"
51,103,VA,"46,578"
51,105,VA,"32,092"
51,107,VA,"117,680"
51,109,VA,"53,170"
51,111,VA,"37,712"
51,113,VA,"51,805"
51,115,VA,"55,128"
51,117,VA,"38,439"
51,119,VA,"47,399"
51,121,VA,"46,024"
51,125,VA,"45,990"
51,127,VA,"72,150"
51,131,VA,"36,211"
51,133,VA,"49,054"
51,135,VA,"34,805"
51,137,VA,"60,829"
51,139,VA,"41,070"
51,141,VA,"34,654"
51,143,VA,"40,608"
51,145,VA,"74,820"
51,147,VA,"39,077"
51,149,VA,"65,625"
51,153,VA,"93,671"
51,155,VA,"43,555"
51,157,VA,"60,945"
51,159,VA,"42,738"
51,161,VA,"57,663"
51,163,VA,"46,882"
51,165,VA,"55,636"
51,167,VA,"36,107"
51,169,VA,"38,336"
51,171,VA,"47,874"
51,173,VA,"37,475"
51,175,VA,"46,547"
51,177,VA,"73,112"
51,179,VA,"93,014"
51,181,VA,"50,554"
51,183,VA,"38,948"
51,185,VA,"38,336"
51,187,VA,"56,291"
51,191,VA,"42,242"
51,193,VA,"45,927"
51,195,VA,"37,490"
51,197,VA,"41,168"
51,199,VA,"78,327"
51,510,VA,"85,562"
51,515,VA,"38,162"
51,520,VA,"35,167"
51,530,VA,"36,915"
51,540,VA,"45,320"
51,550,VA,"66,516"
51,570,VA,"49,715"
51,580,VA,"33,904"
51,590,VA,"30,940"
51,595,VA,"32,676"
51,600,VA,"89,507"
51,610,VA,"117,452"
51,620,VA,"36,326"
51,630,VA,"48,152"
51,640,VA,"33,737"
51,650,VA,"45,293"
51,660,VA,"37,588"
51,670,VA,"39,440"
51,678,VA,"41,521"
51,680,VA,"39,918"
51,683,VA,"70,133"
51,685,VA,"71,742"
51,690,VA,"31,046"
51,700,VA,"47,421"
51,710,VA,"42,949"
51,720,VA,"32,303"
51,730,VA,"32,623"
51,735,VA,"82,815"
51,740,VA,"43,041"
51,750,VA,"34,635"
51,760,VA,"39,249"
51,770,VA,"37,223"
51,775,VA,"47,837"
51,790,VA,"39,712"
51,800,VA,"59,468"
51,810,VA,"62,509"
51,820,VA,"42,434"
51,830,VA,"47,880"
51,840,VA,"43,943"
53,000,WA,"58,431"
53,001,WA,"45,171"
53,003,WA,"42,842"
53,005,WA,"59,264"
53,007,WA,"50,033"
53,009,WA,"46,531"
53,011,WA,"57,886"
53,013,WA,"42,332"
53,015,WA,"48,447"
53,017,WA,"49,293"
53,019,WA,"38,302"
53,021,WA,"52,720"
53,023,WA,"46,157"
53,025,WA,"46,065"
53,027,WA,"41,791"
53,029,WA,"53,306"
53,031,WA,"47,709"
53,033,WA,"71,779"
53,035,WA,"62,516"
53,037,WA,"47,287"
53,039,WA,"47,960"
53,041,WA,"41,325"
53,043,WA,"47,895"
53,045,WA,"46,886"
53,047,WA,"39,014"
53,049,WA,"35,703"
53,051,WA,"44,882"
53,053,WA,"57,619"
53,055,WA,"56,667"
53,057,WA,"52,525"
53,059,WA,"52,967"
53,061,WA,"67,443"
53,063,WA,"47,577"
53,065,WA,"43,675"
53,067,WA,"59,877"
53,069,WA,"46,659"
53,071,WA,"46,294"
53,073,WA,"51,119"
53,075,WA,"42,702"
53,077,WA,"41,918"
54,000,WV,"41,195"
54,001,WV,"35,558"
54,003,WV,"54,010"
54,005,WV,"38,098"
54,007,WV,"35,296"
54,009,WV,"43,719"
54,011,WV,"37,628"
54,013,WV,"31,946"
54,015,WV,"32,640"
54,017,WV,"39,399"
54,019,WV,"33,720"
54,021,WV,"35,344"
54,023,WV,"38,268"
54,025,WV,"37,218"
54,027,WV,"37,444"
54,029,WV,"40,249"
54,031,WV,"36,053"
54,033,WV,"42,197"
